Daily data for a single subbasin.
Lake:    ,ont
Subbasin:,lake
Area:    ,  0.19121E+11
Starts(YMD):,1940-01-01
Ends(YMD):  ,2021-02-01
NewDataStart(YMD):,2021-02-02
Date      ,AirTempMin,AirTempMax,    Precip,   AirTemp,  Dewpoint, Windspeed,CloudCover
YYYY-MM-DD,   Celsius,   Celsius,Millimeter,   Celsius,   Celsius,Meters/Sec,   Percent
1949-05-10,      2.81,     12.63,      0.00,      7.43,     -3.04,      6.24,     28.51
1949-05-11,      1.16,     11.47,      0.00,      7.43,     -2.84,      4.52,      3.30
1949-05-12,      2.46,     17.22,      0.00,      9.70,      0.76,      3.36,     48.89
1949-05-13,      3.71,     21.76,      1.58,     14.94,      4.68,      3.87,     34.49
1949-05-14,     10.52,     19.61,      1.74,     15.77,      9.70,      4.96,     52.04
1949-05-15,      6.29,     16.79,      0.36,     13.19,      5.32,      3.92,     48.78
1949-05-16,      8.06,     23.25,      0.00,     16.67,      9.53,      2.75,     44.42
1949-05-17,     10.55,     24.47,      0.00,     19.20,     11.47,      2.32,     19.50
1949-05-18,     14.09,     28.16,      2.18,     23.18,     14.24,      6.67,     68.10
1949-05-19,     11.17,     25.48,      4.60,     18.05,     14.16,      8.18,     83.41
1949-05-20,      5.78,     16.11,      1.57,      9.95,      2.44,      5.74,     60.68
1949-05-21,      4.02,     19.24,      0.76,     13.50,      3.95,      3.33,     44.63
1949-05-22,     11.45,     19.53,      6.24,     15.81,     11.73,      6.11,     81.33
1949-05-23,     10.92,     21.04,      3.48,     15.54,     11.89,      6.87,     66.49
1949-05-24,      9.82,     20.78,      1.68,     15.82,     11.50,      5.44,     71.59
1949-05-25,      4.79,     14.40,      1.70,      9.33,      1.71,      7.69,     57.94
1949-05-26,      5.03,     12.80,      0.82,      9.33,      3.58,      5.22,     80.70
1949-05-27,      5.08,     12.71,      0.00,      8.92,      2.23,      4.59,     64.17
1949-05-28,      3.65,     14.71,      0.76,      8.76,      2.99,      4.28,     48.63
1949-05-29,      4.78,     14.13,      0.79,      9.48,      3.42,      4.60,     48.76
1949-05-30,      5.09,     19.02,      0.19,     11.90,      3.86,      4.91,     36.31
1949-05-31,      6.31,     18.80,      0.00,     14.48,      5.32,      2.56,     15.43
1949-06-01,      6.29,     21.14,      0.00,     15.66,      6.19,      2.83,     24.90
1949-06-02,      7.89,     25.11,      0.00,     18.72,      9.76,      2.18,     41.52
1949-06-03,     11.54,     28.88,      0.00,     22.84,     12.12,      3.38,     22.62
1949-06-04,     15.83,     28.09,      0.00,     22.78,     11.60,      5.69,     59.11
1949-06-05,     12.80,     23.80,      0.00,     19.66,     11.66,      5.07,     21.89
1949-06-06,     10.20,     24.45,      0.01,     17.42,     10.12,      6.39,     51.81
1949-06-07,      8.02,     17.23,      0.00,     12.69,      4.91,      6.25,     23.71
1949-06-08,      4.23,     16.69,      0.00,     10.59,      2.54,      3.65,      4.23
1949-06-09,      5.76,     19.43,      0.00,     14.13,      5.07,      2.81,     17.91
1949-06-10,      8.36,     24.32,      0.00,     18.64,      9.45,      2.68,     64.43
1949-06-11,     12.29,     29.36,      0.00,     21.55,     13.95,      5.16,     26.81
1949-06-12,     17.38,     30.08,      0.00,     25.04,     18.36,      3.67,     23.89
1949-06-13,     20.17,     31.70,      5.32,     26.23,     18.71,      4.56,     41.03
1949-06-14,     20.93,     31.09,      1.90,     26.66,     19.19,      5.62,     58.40
1949-06-15,     21.01,     30.82,      0.07,     26.81,     17.08,      7.32,     36.85
1949-06-16,     20.25,     30.69,      0.00,     26.54,     16.54,      5.07,     46.88
1949-06-17,     19.64,     29.17,      0.65,     25.56,     17.49,      4.18,     63.88
1949-06-18,     19.80,     29.24,      0.29,     25.34,     19.27,      3.16,     68.24
1949-06-19,     20.17,     30.10,      0.03,     25.63,     20.06,      2.89,     40.52
1949-06-20,     19.28,     31.77,      0.74,     25.95,     19.69,      4.44,     48.75
1949-06-21,     20.22,     31.38,      2.96,     25.47,     19.02,      6.69,     35.57
1949-06-22,     16.64,     27.35,      0.40,     22.32,     13.01,      6.39,     37.91
1949-06-23,     13.44,     27.35,      0.02,     21.00,      9.48,      3.68,     27.05
1949-06-24,     18.72,     31.72,      0.10,     26.26,     14.17,      4.49,     46.83
1949-06-25,     20.00,     27.28,      4.75,     24.31,     19.85,      3.97,     72.50
1949-06-26,     19.65,     30.51,      1.36,     25.79,     19.48,      7.17,     33.32
1949-06-27,     19.09,     29.57,      1.16,     25.27,     16.75,      4.56,     22.49
1949-06-28,     17.24,     28.99,      0.00,     24.84,     16.80,      2.81,     41.47
1949-06-29,     18.92,     28.54,      2.15,     23.68,     19.97,      2.51,     66.38
1949-06-30,     19.58,     29.38,      0.49,     24.55,     19.57,      2.41,     60.73
1949-07-01,     19.18,     31.03,      0.00,     25.59,     18.14,      2.25,     18.48
1949-07-02,     19.44,     31.67,      0.11,     26.24,     17.12,      3.71,     32.06
1949-07-03,     18.56,     32.76,      0.00,     26.15,     16.81,      2.69,     30.46
1949-07-04,     21.63,     32.34,      2.87,     24.84,     18.95,      4.80,     65.26
1949-07-05,     19.44,     26.74,      2.80,     23.33,     15.70,      3.41,     61.88
1949-07-06,     16.42,     23.07,      0.47,     20.21,     12.74,      3.98,     81.57
1949-07-07,     14.33,     25.33,      0.00,     20.77,     10.30,      4.21,     45.30
1949-07-08,     13.34,     27.58,      0.00,     22.20,     10.94,      3.14,     18.89
1949-07-09,     17.03,     27.23,     12.44,     23.26,     15.53,      5.38,     67.06
1949-07-10,     16.78,     26.64,      8.61,     21.82,     16.56,      6.15,     59.09
1949-07-11,     13.08,     23.74,      0.00,     19.28,     12.83,      2.61,     69.16
1949-07-12,     13.77,     25.61,      0.00,     21.11,     14.64,      2.42,     72.94
1949-07-13,     16.09,     28.66,      0.00,     23.15,     13.52,      3.33,     36.75
1949-07-14,     14.86,     25.03,      0.07,     20.33,     11.59,      3.36,     53.94
1949-07-15,     13.27,     26.75,      0.00,     21.53,     11.45,      2.48,     57.55
1949-07-16,     14.45,     28.29,      0.00,     23.21,     12.69,      2.52,     40.79
1949-07-17,     16.38,     27.31,      2.77,     22.70,     17.18,      1.33,     92.44
1949-07-18,     18.22,     24.92,      4.48,     21.35,     19.00,      1.81,     76.77
1949-07-19,     18.11,     30.92,      3.02,     25.21,     19.92,      6.10,     46.78
1949-07-20,     17.17,     29.26,      0.87,     24.60,     18.76,      3.06,     74.90
1949-07-21,     15.69,     25.79,      0.27,     22.25,     13.41,      2.34,     49.12
1949-07-22,     17.02,     30.57,      1.17,     23.99,     19.08,      6.86,     58.28
1949-07-23,     13.99,     26.11,      0.02,     19.69,     12.01,      4.88,     16.35
1949-07-24,     13.89,     28.07,      3.33,     21.59,     13.53,      3.07,     42.97
1949-07-25,     18.23,     27.63,      4.04,     23.14,     19.44,      4.95,     66.41
1949-07-26,     17.50,     31.83,      0.13,     25.48,     19.67,      3.83,     16.47
1949-07-27,     22.85,     31.72,      1.06,     26.83,     21.69,      6.07,     33.07
1949-07-28,     22.73,     32.57,      1.85,     26.62,     21.70,      6.91,     27.07
1949-07-29,     21.42,     32.26,      2.56,     27.14,     21.73,      5.85,     32.24
1949-07-30,     20.27,     27.64,      0.70,     23.45,     19.52,      2.93,     61.22
1949-07-31,     16.00,     26.12,      0.23,     20.92,     13.78,      4.33,     39.43
1949-08-01,     12.78,     26.71,      0.00,     20.29,     11.92,      2.67,     25.79
1949-08-02,     16.90,     30.29,      0.47,     23.86,     14.97,      3.71,     37.07
1949-08-03,     19.16,     28.90,      1.38,     23.72,     18.46,      2.30,     81.04
1949-08-04,     17.81,     28.07,      1.34,     22.88,     16.63,      3.31,     49.21
1949-08-05,     16.52,     29.05,      0.00,     22.34,     15.84,      3.82,     15.19
1949-08-06,     16.55,     29.04,      0.00,     23.14,     15.48,      3.65,     19.40
1949-08-07,     17.05,     30.24,      0.03,     23.78,     15.48,      4.31,     23.16
1949-08-08,     19.28,     31.98,      0.00,     25.40,     18.93,      5.15,     19.97
1949-08-09,     21.61,     35.07,      0.07,     27.32,     19.30,      5.89,     25.87
1949-08-10,     21.87,     33.94,      1.30,     27.10,     19.17,      5.65,     17.44
1949-08-11,     21.32,     30.61,      5.07,     25.15,     20.67,      3.37,     58.01
1949-08-12,     19.91,     28.29,      1.47,     23.97,     18.15,      2.65,     52.28
1949-08-13,     17.37,     28.59,      0.00,     23.18,     14.10,      4.14,     15.05
1949-08-14,     15.69,     28.26,      0.00,     22.54,     12.22,      3.34,     11.22
1949-08-15,     15.58,     27.13,      0.00,     21.56,      9.76,      4.40,     18.85
1949-08-16,     13.72,     27.82,      0.21,     22.50,     13.18,      2.21,     45.66
1949-08-17,     18.18,     28.14,      1.21,     23.68,     16.25,      4.12,     72.33
1949-08-18,     16.55,     25.65,      4.79,     20.36,     16.64,      3.47,     68.69
1949-08-19,     11.29,     20.85,      0.51,     16.02,      7.68,      5.05,     37.45
1949-08-20,     10.34,     22.36,      0.00,     16.45,      7.44,      4.27,     23.48
1949-08-21,     10.71,     26.39,      0.00,     18.10,      9.81,      2.28,      3.04
1949-08-22,     11.45,     27.95,      0.00,     20.51,     11.28,      2.16,     41.96
1949-08-23,     13.71,     28.68,      0.59,     21.32,     12.00,      4.13,      7.26
1949-08-24,     14.25,     24.91,      1.86,     18.56,     12.84,      3.31,     47.25
1949-08-25,     10.28,     25.94,      0.14,     18.59,      9.66,      2.50,      6.41
1949-08-26,     17.97,     32.12,      0.00,     24.19,     14.78,      4.48,     27.81
1949-08-27,     20.90,     31.59,      1.10,     25.35,     17.55,      5.33,     25.86
1949-08-28,     20.12,     28.18,      7.48,     23.36,     19.27,      4.56,     95.61
1949-08-29,     15.57,     22.54,     19.73,     18.15,     16.50,      3.24,     79.15
1949-08-30,     12.60,     25.37,      1.09,     19.14,     13.53,      4.38,     43.37
1949-08-31,     14.61,     24.46,      7.23,     19.03,     14.75,      3.51,     71.33
1949-09-01,     10.96,     18.46,      2.96,     15.05,      9.01,      8.29,     57.60
1949-09-02,      8.02,     22.16,      0.02,     16.01,      9.32,      3.32,     19.67
1949-09-03,     11.41,     26.35,      0.08,     19.84,     12.74,      3.09,     10.48
1949-09-04,     15.57,     28.21,      1.70,     22.61,     16.61,      4.60,     43.75
1949-09-05,     16.01,     26.97,      5.60,     21.84,     17.21,      8.26,     61.42
1949-09-06,     10.56,     17.41,      0.23,     13.72,      7.95,      3.52,     64.34
1949-09-07,      9.20,     15.18,      2.94,     13.73,      8.90,      2.23,     91.14
1949-09-08,      9.07,     15.48,      7.75,     12.21,     10.33,      3.43,     86.71
1949-09-09,      7.78,     17.83,      0.80,     11.94,      6.67,      4.73,     33.54
1949-09-10,      7.71,     19.88,      0.01,     13.09,      7.48,      2.00,      7.37
1949-09-11,      9.59,     22.88,      0.00,     16.81,      9.46,      2.48,     50.46
1949-09-12,     14.26,     23.01,      2.55,     18.59,     11.81,      4.09,     80.41
1949-09-13,     13.27,     20.60,      7.87,     18.22,     15.20,      4.06,     76.45
1949-09-14,     10.90,     18.86,      3.89,     15.39,     10.86,      5.55,     54.61
1949-09-15,      9.47,     16.50,      0.10,     12.60,     10.13,      2.75,     71.74
1949-09-16,      8.31,     21.90,      0.23,     15.15,     10.23,      5.14,     29.07
1949-09-17,     11.93,     23.26,      2.26,     17.65,     11.92,      4.52,      2.87
1949-09-18,     15.43,     22.14,     13.41,     19.26,     16.84,      5.86,     79.42
1949-09-19,     12.04,     21.55,      2.57,     17.04,     12.46,      6.57,     42.03
1949-09-20,      9.00,     15.93,      0.43,     12.47,      6.78,      6.56,     35.76
1949-09-21,      6.16,     16.52,      1.93,     12.37,      8.87,      3.73,     58.71
1949-09-22,      9.58,     19.26,      0.94,     14.48,      9.85,      3.87,     83.17
1949-09-23,      7.92,     13.97,      2.28,     10.71,      7.81,      4.46,     72.00
1949-09-24,      5.52,     13.23,      1.25,      9.23,      4.83,      5.03,     47.66
1949-09-25,      3.93,     15.42,      0.06,      9.82,      4.82,      2.89,     43.59
1949-09-26,      8.56,     21.98,      0.04,     15.40,      8.32,      3.43,      8.58
1949-09-27,     11.76,     20.94,     10.61,     16.49,     10.12,      7.49,     52.78
1949-09-28,     12.40,     17.50,     10.98,     15.29,     13.65,      3.05,     73.25
1949-09-29,      7.48,     13.01,      2.57,     10.11,      8.40,      3.45,     89.61
1949-09-30,      4.21,     18.61,      0.00,     11.45,      6.76,      6.36,      5.86
1949-10-01,      5.96,     16.53,      0.00,     12.38,      6.78,      2.49,      8.47
1949-10-02,      6.26,     22.24,      0.04,     15.41,      7.74,      3.52,     12.31
1949-10-03,     11.55,     21.41,      0.07,     17.52,     10.42,      4.55,     64.70
1949-10-04,     14.14,     19.16,      5.13,     17.25,     14.50,      5.06,     94.26
1949-10-05,      8.85,     18.49,      2.66,     13.96,     10.24,      3.06,     45.05
1949-10-06,      7.01,     18.18,      2.69,     14.01,      9.30,      3.77,     77.25
1949-10-07,     13.43,     20.91,      4.92,     18.62,     15.20,      5.45,     57.34
1949-10-08,     13.39,     21.69,      0.12,     17.99,     14.73,      1.78,     35.42
1949-10-09,     12.30,     26.73,      0.09,     20.48,     16.14,      4.66,     15.17
1949-10-10,     16.08,     27.40,      0.03,     23.05,     17.98,      2.75,     28.48
1949-10-11,     18.53,     27.12,      2.95,     23.62,     16.33,      5.78,     21.15
1949-10-12,     10.38,     20.53,      6.86,     16.05,     12.40,      5.38,     49.07
1949-10-13,      4.77,     16.48,      0.94,     10.71,      4.60,      1.46,      0.85
1949-10-14,      5.67,     19.51,      0.00,     12.23,      5.78,      1.58,     49.99
1949-10-15,      6.89,     15.66,      0.00,     11.32,      4.88,      3.93,     44.70
1949-10-16,      2.67,     16.12,      0.00,      8.90,      2.45,      2.04,      0.00
1949-10-17,      4.01,     17.31,      0.00,     10.96,      3.46,      2.08,     52.91
1949-10-18,      7.60,     17.89,      0.01,     12.17,      5.51,      2.03,     87.61
1949-10-19,      7.27,     16.97,      0.01,     10.91,      7.90,      1.77,     66.28
1949-10-20,      4.51,     18.66,      0.03,     11.81,      7.39,      2.15,     45.75
1949-10-21,      9.10,     20.44,      0.69,     16.36,     11.42,      2.62,     66.99
1949-10-22,     10.49,     19.02,      3.00,     15.56,      8.64,     10.67,     74.97
1949-10-23,      6.23,     12.86,      0.62,     10.38,      5.90,      6.75,     79.55
1949-10-24,      1.85,      9.21,      0.48,      5.64,      0.98,      3.23,     57.07
1949-10-25,     -2.00,     11.42,      0.08,      5.34,      0.69,      3.72,     67.14
1949-10-26,      3.93,     11.10,      0.07,      7.75,      2.17,      6.89,     63.25
1949-10-27,      1.03,     10.43,      0.00,      5.98,     -0.98,      2.80,     28.38
1949-10-28,      1.35,     16.42,      0.00,     10.02,      2.03,      3.50,     40.17
1949-10-29,      5.01,     17.64,      0.20,     11.69,      6.25,      2.86,     27.25
1949-10-30,      6.89,     18.64,      0.58,     13.86,      9.36,      4.66,     54.38
1949-10-31,      3.49,     12.25,      5.06,      8.03,      5.45,      4.81,     71.95
1949-11-01,     -2.32,      7.16,      0.16,      2.57,     -2.80,      2.36,     20.01
1949-11-02,     -0.80,     12.15,      0.10,      6.91,      1.00,      4.17,     44.00
1949-11-03,      3.73,     10.26,      1.81,      7.76,      4.83,      3.73,     79.55
1949-11-04,      0.53,      5.86,      4.90,      2.61,     -0.11,      4.58,     90.77
1949-11-05,     -2.35,      2.48,      2.23,      0.21,     -1.96,      4.25,     96.28
1949-11-06,     -3.18,      5.37,      0.62,      1.22,     -0.52,      3.35,     84.37
1949-11-07,      2.19,     10.09,      0.95,      6.93,      4.33,      5.35,     61.03
1949-11-08,      4.87,     15.78,      0.57,     11.28,      6.70,      9.77,     36.48
1949-11-09,     -0.96,      9.07,      0.00,      5.05,      0.43,      2.43,     30.15
1949-11-10,      1.15,     17.46,      3.87,     12.63,      4.47,      4.87,     59.76
1949-11-11,      3.61,     12.67,      7.03,      8.60,      7.31,      4.95,     93.58
1949-11-12,      1.38,      8.88,      1.09,      4.56,      2.99,      6.25,     95.55
1949-11-13,      3.49,     12.76,      6.68,     11.55,      8.62,      8.46,     93.36
1949-11-14,      3.74,      9.54,      4.79,      6.32,      3.44,      6.61,     80.51
1949-11-15,      2.29,      7.85,      4.75,      4.56,      1.73,      5.48,     69.42
1949-11-16,      0.29,      4.98,      2.99,      2.24,      0.41,      3.73,     91.14
1949-11-17,     -0.31,      5.65,      0.36,      2.50,      0.89,      1.75,     86.68
1949-11-18,     -0.90,      3.84,      1.91,      0.79,     -0.82,      2.92,     75.37
1949-11-19,     -0.65,      3.24,      8.10,      0.77,     -0.58,      5.20,     94.26
1949-11-20,      0.03,      4.20,      5.98,      2.41,      0.49,      6.26,     90.61
1949-11-21,     -4.44,      0.62,      1.64,     -2.17,     -5.02,      4.96,     95.86
1949-11-22,     -8.33,      0.48,      0.77,     -4.33,     -9.14,      4.38,     60.61
1949-11-23,     -5.26,      3.50,      0.73,     -0.20,     -4.94,     11.22,     88.71
1949-11-24,     -6.95,      1.20,      6.20,     -1.71,     -4.60,      3.76,     65.48
1949-11-25,     -6.23,      0.84,      4.32,     -1.39,     -3.51,      5.76,     90.62
1949-11-26,    -13.50,     -4.47,      0.77,     -8.53,    -11.87,      4.19,     79.81
1949-11-27,    -13.51,     -4.63,      1.78,     -6.16,     -8.47,      3.84,    100.00
1949-11-28,     -9.09,      2.20,      2.43,     -2.23,     -5.41,      2.85,     99.83
1949-11-29,     -1.97,      4.94,      3.82,      3.57,      1.91,      6.58,     88.77
1949-11-30,      0.60,      6.28,      0.12,      3.45,      0.45,      6.81,     77.36
1949-12-01,     -0.78,      3.23,      0.91,      0.91,     -3.20,      6.63,     80.26
1949-12-02,     -4.40,     -0.01,      2.21,     -1.43,     -2.88,      4.31,     97.63
1949-12-03,     -9.56,      0.41,      1.16,     -5.01,     -8.30,      2.58,     54.39
1949-12-04,     -7.25,      4.29,      1.72,      0.67,     -3.73,      7.57,     70.82
1949-12-05,     -4.08,      2.13,      2.28,     -0.39,     -5.37,      7.75,     53.98
1949-12-06,    -11.26,     -3.19,      2.88,     -6.43,    -10.90,      5.14,     71.81
1949-12-07,    -10.84,     -1.45,      5.30,     -4.11,     -6.45,      6.92,     96.28
1949-12-08,    -11.61,     -5.01,      1.83,     -7.54,    -10.65,      4.28,     61.70
1949-12-09,    -11.65,     -4.19,      2.18,     -7.05,    -10.89,      4.47,     63.33
1949-12-10,    -11.58,      0.89,      0.41,     -4.60,     -9.17,      3.22,     46.45
1949-12-11,     -4.17,      7.36,      4.58,      2.90,      0.61,      5.63,     72.50
1949-12-12,      3.30,     12.02,      3.40,     10.46,      5.95,      8.73,     80.25
1949-12-13,     -3.17,      4.85,      0.99,     -0.12,     -5.18,      7.63,     46.06
1949-12-14,     -7.75,     -2.13,      0.34,     -5.16,    -10.73,      6.79,     36.93
1949-12-15,    -10.64,     -3.63,      0.40,     -7.91,    -11.97,      4.59,     33.15
1949-12-16,     -9.84,      0.18,      0.06,     -5.00,     -9.29,      4.57,     43.96
1949-12-17,     -4.38,      5.22,      1.18,      0.39,     -7.78,      5.43,     61.62
1949-12-18,      1.35,      7.54,      5.51,      5.06,      1.73,      6.52,     97.80
1949-12-19,      1.58,      6.07,      1.16,      3.42,      2.13,      3.97,     97.80
1949-12-20,      0.13,      8.68,     12.48,      5.41,      2.23,      4.42,     73.69
1949-12-21,      5.20,     10.64,     17.70,      9.89,      7.38,      6.64,     88.52
1949-12-22,      5.38,     15.80,      2.23,     12.00,      6.33,      9.60,     81.51
1949-12-23,     -3.35,      5.17,      1.15,      0.11,     -3.52,      7.38,     95.12
1949-12-24,     -7.42,     -0.84,      0.30,     -4.74,     -8.91,      4.68,     65.57
1949-12-25,     -7.56,      3.85,      0.23,     -2.19,     -7.55,      5.49,     53.64
1949-12-26,      0.45,      8.37,     10.02,      7.02,      4.00,      9.05,     89.56
1949-12-27,      3.20,     11.56,      3.53,      7.02,      4.87,      7.53,     81.50
1949-12-28,     -1.44,      5.97,      1.28,      1.86,     -3.26,     10.37,     52.30
1949-12-29,     -8.05,      1.94,      0.14,     -2.75,     -8.26,      7.64,     48.64
1949-12-30,    -11.39,     -5.46,      0.00,     -8.38,    -13.33,      3.45,     23.21
1949-12-31,     -9.76,      2.64,      0.47,     -1.95,     -9.37,      1.91,     53.09
1950-01-01,     -1.58,      4.13,      1.51,      2.67,      1.01,      1.73,     99.50
1950-01-02,      2.14,      7.43,      3.43,      5.48,      4.63,      1.99,     96.46
1950-01-03,      4.80,     12.90,      7.28,     10.86,      9.19,      6.84,     96.45
1950-01-04,      6.03,     13.29,      4.00,     11.59,      9.98,      7.48,     94.10
1950-01-05,     -0.14,      6.01,      0.34,      0.63,     -2.37,      3.54,     99.70
1950-01-06,     -4.11,     -0.01,     11.54,     -1.29,     -2.86,      5.25,     98.70
1950-01-07,     -9.41,     -1.85,      5.17,     -5.15,     -7.37,      7.13,     85.29
1950-01-08,    -19.55,     -3.66,      0.63,    -14.45,    -18.51,      4.21,     60.35
1950-01-09,    -13.14,      3.14,      0.33,      0.08,     -4.62,      5.16,     74.82
1950-01-10,     -3.39,     10.22,     10.59,      5.32,      3.03,      8.41,     76.77
1950-01-11,     -8.04,      3.08,      0.89,     -3.95,     -8.53,     10.77,     49.37
1950-01-12,     -9.87,      2.75,      0.05,     -2.83,     -8.07,      3.62,     58.43
1950-01-13,     -1.66,     11.90,      7.50,      7.18,      4.83,      7.38,     96.47
1950-01-14,     -1.63,     10.94,      0.61,      4.11,     -0.86,     16.22,     81.84
1950-01-15,     -5.67,      5.31,      7.06,     -0.38,     -3.78,      6.22,     95.71
1950-01-16,     -6.14,      3.77,      2.21,     -0.80,     -6.99,     15.44,     45.41
1950-01-17,     -7.76,      2.96,      0.53,     -4.02,    -10.07,      6.56,     61.63
1950-01-18,     -9.10,      4.98,      0.47,     -1.83,     -6.90,     11.40,     78.34
1950-01-19,    -13.99,     -5.51,      1.79,     -9.46,    -14.35,      5.70,     51.88
1950-01-20,    -15.06,     -6.19,      3.06,    -10.89,    -15.00,      4.14,     89.12
1950-01-21,    -11.35,     -0.30,      5.25,     -3.87,     -6.77,      3.96,     94.08
1950-01-22,     -3.03,      3.82,      2.71,      2.05,      0.64,      4.89,     97.53
1950-01-23,     -2.50,      2.35,      3.67,      0.63,      0.02,      3.48,     97.55
1950-01-24,     -6.27,      3.74,     10.57,     -2.01,     -2.98,      5.29,     99.14
1950-01-25,     -0.86,     17.19,      3.33,     13.40,      8.80,      7.05,     78.70
1950-01-26,      0.69,     14.48,      3.28,      8.60,      5.16,      9.57,     87.42
1950-01-27,     -7.53,     -0.30,      0.37,     -5.06,     -9.35,      5.25,     55.38
1950-01-28,     -8.17,      3.88,      0.19,     -1.73,     -7.41,      5.39,     59.81
1950-01-29,     -1.00,      9.70,      0.15,      6.15,      2.87,      8.59,     87.40
1950-01-30,     -8.49,     -0.02,      2.12,     -5.94,    -12.60,      6.77,     89.23
1950-01-31,    -11.37,     -5.46,      5.93,     -8.56,    -10.52,      4.94,     90.78
1950-02-01,    -11.89,     -0.18,      0.01,     -6.22,     -9.28,      2.05,     86.35
1950-02-02,     -8.09,      0.77,      0.27,     -2.03,     -4.23,      5.55,     87.17
1950-02-03,     -8.41,     -0.19,      0.18,     -5.47,    -10.60,      7.98,     33.16
1950-02-04,     -6.75,      0.84,      0.04,     -2.75,     -7.72,      7.40,     48.62
1950-02-05,    -10.37,     -1.22,      0.02,     -5.28,    -10.21,      2.38,     66.94
1950-02-06,     -7.19,      1.02,      0.62,     -0.39,     -2.87,      3.52,     92.86
1950-02-07,    -12.73,     -4.36,      0.02,     -8.27,    -12.03,      5.61,     87.32
1950-02-08,    -15.94,      0.22,      2.40,     -6.73,    -12.22,      3.61,     64.43
1950-02-09,     -5.32,      4.22,      6.37,      1.04,     -0.91,      7.73,     77.51
1950-02-10,     -4.36,      3.01,      0.68,      0.42,     -2.94,      3.20,     79.73
1950-02-11,     -1.72,      5.10,      0.02,      2.17,     -1.56,      6.57,     73.61
1950-02-12,     -4.05,      2.14,      0.00,     -1.25,     -4.43,      3.43,     66.09
1950-02-13,     -5.40,     -0.89,      7.44,     -3.02,     -5.42,      6.84,     87.99
1950-02-14,     -4.23,      1.44,     22.99,     -0.38,     -1.67,      8.90,     91.61
1950-02-15,     -1.67,      3.01,      6.17,      2.24,      0.31,      4.57,     89.26
1950-02-16,     -1.99,      2.38,      0.63,     -0.15,     -2.51,      4.73,     88.46
1950-02-17,     -2.47,      2.06,      0.09,     -0.89,     -3.18,      3.85,     92.38
1950-02-18,     -3.61,      2.48,      2.15,      0.16,     -3.31,      4.12,     82.68
1950-02-19,    -12.92,     -0.89,      2.63,     -5.66,     -8.17,      9.06,     79.11
1950-02-20,    -22.65,    -13.32,      0.60,    -18.64,    -22.22,      6.54,     64.47
1950-02-21,    -21.73,    -11.73,      5.13,    -15.83,    -19.24,      4.75,     90.81
1950-02-22,    -16.03,     -8.18,      9.30,    -10.59,    -12.69,      7.05,     89.46
1950-02-23,    -11.20,     -1.46,      5.42,     -6.48,     -9.29,      9.78,     65.72
1950-02-24,    -10.50,      0.06,      4.77,     -3.91,     -6.72,      8.68,     71.68
1950-02-25,    -15.55,     -6.78,      1.09,    -11.68,    -15.94,      6.95,     38.27
1950-02-26,    -16.64,     -9.43,      2.64,    -12.67,    -15.97,      6.96,     72.17
1950-02-27,    -18.49,     -7.90,      0.16,    -14.04,    -17.37,      5.87,     61.74
1950-02-28,    -15.69,      1.21,      6.19,     -5.88,     -8.03,      6.57,     86.12
1950-03-01,    -10.10,     -0.20,      1.58,     -5.14,     -9.23,     12.24,     60.61
1950-03-02,    -17.04,     -9.94,      0.62,    -13.65,    -16.92,     10.23,     73.33
1950-03-03,    -21.47,    -11.68,      0.88,    -16.55,    -20.24,      4.22,     64.58
1950-03-04,    -20.70,     -1.11,      0.11,    -11.55,    -16.07,      2.94,     67.15
1950-03-05,     -7.99,      7.25,      0.00,      2.98,     -2.94,     10.85,     68.37
1950-03-06,    -12.78,     -0.66,      0.07,     -8.41,    -13.76,      4.89,     11.61
1950-03-07,    -12.13,      4.89,      0.42,     -1.57,     -8.30,      5.00,     58.61
1950-03-08,     -3.15,      6.05,      7.64,      3.14,     -0.12,     10.06,     79.89
1950-03-09,    -14.17,     -4.01,      2.01,     -8.95,    -12.73,     13.24,     89.43
1950-03-10,    -11.38,     -4.05,      0.90,     -7.81,    -12.20,      6.46,     66.69
1950-03-11,     -9.63,      1.79,      3.51,     -1.96,     -4.23,      4.28,     90.69
1950-03-12,     -4.94,      1.28,      3.68,     -2.31,     -5.54,      4.62,     95.76
1950-03-13,     -7.39,     -2.74,      4.55,     -5.11,     -7.40,      5.64,     85.59
1950-03-14,    -10.73,     -1.34,      1.72,     -6.13,     -9.94,      6.71,     35.96
1950-03-15,     -9.25,     -0.40,      0.18,     -3.63,     -8.79,      9.51,     52.06
1950-03-16,    -11.59,     -1.47,      0.04,     -7.07,    -12.04,      2.59,     53.29
1950-03-17,    -11.17,     -0.77,      7.29,     -5.40,     -9.03,      4.17,     71.66
1950-03-18,    -10.69,     -1.97,      1.98,     -6.82,    -10.28,      8.95,     75.38
1950-03-19,    -13.16,     -0.27,      0.00,     -7.79,    -11.71,      3.20,     19.49
1950-03-20,     -9.38,      2.63,      0.02,     -2.07,     -6.18,      4.27,     79.92
1950-03-21,     -2.04,      4.92,      0.61,      2.00,     -1.10,      3.23,     88.34
1950-03-22,     -0.19,      5.80,      3.45,      3.76,      0.32,      3.92,     90.30
1950-03-23,     -0.20,      3.20,     15.39,      0.62,     -0.07,      6.34,     98.23
1950-03-24,      0.29,      5.95,      1.62,      2.58,      0.27,      5.62,     86.60
